geneID	319_1_mouse_C57Bl6_Adip_iBA_1	319_2_mouse_C57Bl6_Adip_ScWA_2	319_3_mouse_C57Bl6_Adip_ScWA_3	319_4_mouse_C57Bl6_Adip_ScWA_4	319_5_mouse_C57Bl6_Adip_VisWA_1	319_6_mouse_C57Bl6_Adip_VisWA_2	319_7_mouse_C57Bl6_Adip_VisWA_3	319_8_mouse_C57Bl6_Adip_VisWA_4	319_9_mouse_C57Bl6_Adip_ScWA_1	319_11_mouse_C57Bl6_Adip_iBA_3	319_12_mouse_C57Bl6_Adip_iBA_4	319_13_mouse_SV129_Adip_ScWA_1	319_14_mouse_SV129_Adip_ScWA_2	319_15_mouse_SV129_Adip_ScWA_3	319_16_mouse_SV129_Adip_ScWA_4	319_17_mouse_SV129_Adip_VisWA_1	319_18_mouse_SV129_Adip_VisWA_2	319_19_mouse_SV129_Adip_VisWA_3	319_20_mouse_SV129_Adip_VisWA_4	319_21_mouse_SV129_Adip_iBA_1	319_22_mouse_SV129_Adip_iBA_2	319_23_mouse_SV129_Adip_iBA_3	319_24_mouse_SV129_Adip_iBA_4
ENSMUSG00000035242	467.127	228.360	243.365	242.583	341.768	234.626	263.425	232.167	298.434	279.018	387.881	211.323	232.122	226.814	239.041	214.957	237.285	254.349	220.214	149.541	110.766	196.742	158.964
ENSMUSG00000035245	4.337	3.648	4.382	4.119	5.648	5.083	6.758	4.846	3.928	6.820	5.374	9.568	7.650	8.069	12.217	10.113	11.841	9.841	9.958	14.433	8.626	13.922	12.873
ENSMUSG00000035246	0.049	0.021	0.009	0.019	0	0.018	0.046	0.154	0.020	0	0.022	0.055	0.049	0.044	0.183	0.048	0.202	0.103	0.237	0	0.185	0.184	0.013
ENSMUSG00000035247	3.603	16.022	15.916	16.445	8.419	16.761	11.689	15.092	12.690	13.092	6.284	19.050	18.486	18.768	17.213	21.789	20.646	19.920	20.372	17.973	11.704	20.872	15.148
ENSMUSG00000035248	3.199	13.233	13.092	14.788	10.850	17.177	10.800	14.274	15.426	10.414	6.160	24.718	17.376	19.720	17.668	20.819	20.092	20.029	21.073	19.930	12.486	19.354	14.494
ENSMUSG00000035258	0.622	19.276	17.024	14.485	7.203	12.033	9.293	11.707	13.223	2.681	1.543	9.573	9.638	9.765	7.835	12.205	12.092	11.497	12.116	1.894	2.468	2.312	2.118
ENSMUSG00000035262	0	0.028	0	0	0.086	0.027	0.027	0.030	0	0.067	0.033	0.032	0	0.064	0	0.028	0	0.030	0.059	0.036	0	0	0
ENSMUSG00000035266	3.840	3.104	2.575	3.393	2.964	2.518	3.767	2.995	3.884	2.759	2.385	2.147	3.727	3.948	3.211	3.825	4.379	5.329	4.157	4.196	3.655	4.738	2.335
ENSMUSG00000035268	11.250	8.014	6.635	9.303	23.149	17.284	18.317	16.763	9.896	7.204	11.208	8.119	7.664	7.683	9.499	8.990	10.310	10.907	8.400	6.263	2.833	3.842	3.933
ENSMUSG00000035270	0.035	0.258	0.176	0.048	0.024	0.448	0.006	0.183	0.086	0.221	0.229	0.162	0.361	0.136	0.125	0.072	0.080	0.179	0.211	0.093	0.078	0.313	0.253
ENSMUSG00000035273	0.077	0.167	0.167	0.196	0.535	0.244	0.186	0.208	0.627	0	0.087	0.706	0.275	0.154	0.144	0.167	0.240	0.145	0.276	0.136	0.126	0.076	0.060
ENSMUSG00000035274	0	0.030	0.013	0.067	0.054	0.153	0.086	0.057	0.223	0	0.015	0.757	0.171	0.183	0.142	0.169	0.192	0.222	0.189	0.104	0.068	0.186	0.088
ENSMUSG00000035275	1.311	12.559	14.680	10.945	11.171	13.524	13.390	13.425	9.631	2.149	1.507	7.451	7.517	6.708	5.858	10.768	9.337	10.304	10.584	1.481	1.680	1.874	1.590
ENSMUSG00000035277	0	0.019	0	0.017	6.326	4.299	5.132	4.213	0	0	0	0	0	0	0	3.534	3.798	3.699	3.089	0	0	0	0
ENSMUSG00000035278	10.561	8.966	10.281	9.425	18.531	9.185	12.608	10.022	10.420	6.012	8.989	7.861	8.780	7.517	6.902	8.679	7.542	9.869	9.331	4.285	4.574	5.129	5.207
ENSMUSG00000035279	0.952	0.097	0.247	0.428	0.356	0.220	0.261	0.081	0.444	0.223	0.570	0.489	0.234	0.424	0.360	0.418	0.361	0.516	0.297	0.241	0.488	0.457	0.232
ENSMUSG00000035283	9.991	1.774	1.126	1.604	0.899	0.972	1.058	0.999	1.215	6.285	6.774	0.797	1.149	1.458	1.398	1.607	1.844	1.250	1.432	2.095	1.848	4.697	3.460
ENSMUSG00000035284	2.701	17.731	18.300	16.983	7.212	18.468	12.746	18.365	11.063	9.496	3.649	13.680	16.311	16.442	12.515	17.870	21.540	17.482	19.160	7.889	5.903	11.766	8.350
ENSMUSG00000035285	0.893	0.677	0.257	0.408	0.591	0.111	0.388	0.154	0.273	0.801	0.438	0.433	0.592	0.828	0.525	0.497	0.265	0.405	0.182	0.452	0.630	0.811	0.462
ENSMUSG00000035293	0.544	1.660	1.453	1.845	0.934	2.047	1.143	1.407	1.247	1.940	1.462	1.481	1.630	1.810	2.012	1.878	2.158	1.876	2.631	2.636	1.798	2.735	1.776
ENSMUSG00000035295	0.024	0.065	0.039	0.043	0	0.081	0.112	0.042	0.042	0	0.022	0.112	0.120	0.049	0.046	0.058	0.088	0.186	0.158	0.026	0	0.123	0.104
ENSMUSG00000035296	0	0	0	0	0.073	0	0	0	0.124	0.036	0.188	55.247	46.646	54.878	44.499	63.904	51.993	74.176	62.238	8.955	8.076	18.268	11.720
ENSMUSG00000035297	30.046	34.149	31.483	35.377	37.179	33.422	39.132	40.973	35.779	29.166	31.850	31.681	32.412	29.101	31.217	33.013	33.557	33.199	35.439	23.888	18.566	23.557	22.884
ENSMUSG00000035298	0.031	0.053	0.071	0.143	0.133	0.300	0.480	0.148	0.101	0.167	0.084	0.076	0.082	0.261	0.071	0.048	0.304	0.316	0.269	0.215	0	0	0.088
ENSMUSG00000035299	1.495	2.888	2.820	3.110	1.400	3.194	2.786	2.766	2.947	1.007	1.309	2.598	1.806	2.644	1.756	1.856	3.136	2.985	2.224	0.695	0.521	1.216	0.780
ENSMUSG00000035305	0.042	0.117	0.040	0.114	0.198	0.373	0.302	0.190	0.136	0.088	0.075	0.168	0.157	0.148	0.181	0.466	0.723	0.314	0.322	0.137	0.145	0.175	0.129
ENSMUSG00000035310	1.090	2.501	2.846	2.100	1.596	3.576	2.824	2.603	2.363	2.076	2.444	4.405	3.643	3.715	3.513	5.906	5.005	5.883	5.509	4.870	3.072	3.083	3.337
ENSMUSG00000035311	11.131	33.439	41.723	36.022	27.435	35.352	31.823	40.296	25.933	21.407	9.849	29.019	33.892	34.285	32.110	31.796	33.928	30.104	35.501	11.497	12.409	19.439	16.095
ENSMUSG00000035314	10.447	2.250	2.747	3.031	3.911	3.616	2.980	3.389	3.012	5.828	6.998	2.368	2.837	3.011	4.097	3.064	3.310	3.871	3.152	4.625	3.287	5.919	5.296
ENSMUSG00000035325	33.044	33.306	37.290	36.880	38.958	39.997	42.797	38.364	30.621	27.081	30.063	30.269	31.973	33.073	30.787	38.130	35.512	38.387	35.581	24.520	18.821	29.476	22.206
ENSMUSG00000035329	4.641	13.203	11.347	10.638	7.508	14.839	10.523	11.150	13.069	8.484	5.318	21.291	12.706	13.098	12.428	14.210	13.385	12.308	15.300	9.302	6.243	9.785	8.899
ENSMUSG00000035337	0.515	0.723	0.841	0.532	0.505	0.438	0.593	0.722	0.955	0.867	0.640	0.665	0.610	0.505	0.816	0.616	0.542	0.564	0.646	0.549	0.587	0.885	0.779
ENSMUSG00000035342	24.329	16.830	16.399	16.624	53.718	22.744	25.478	20.765	15.476	11.436	17.414	11.641	13.185	14.502	15.844	16.627	15.827	18.271	15.406	12.974	8.145	11.454	12.284
ENSMUSG00000035349	0	0.032	0.056	0.029	0	0	0	0	0	0	0	0.066	0.088	0.066	0.061	0.029	0.033	0	0	0.112	0	0.073	0
ENSMUSG00000035351	4.456	5.007	5.554	5.164	6.308	5.456	6.867	5.338	5.211	3.637	5.447	4.244	5.273	4.517	4.955	6.069	4.424	4.991	5.564	3.310	2.882	5.023	3.912
ENSMUSG00000035352	0	0.324	0.191	0.718	1.686	1.367	1.090	1.241	2.000	0.233	0.303	0.893	0.496	0.555	0.414	0.439	0.298	0.418	0.455	0.113	0.746	0.553	0.231
ENSMUSG00000035354	5.006	7.742	7.369	8.284	11.448	11.629	9.952	10.696	8.123	5.696	7.071	9.714	9.255	9.739	9.984	11.056	11.867	11.587	11.459	11.155	7.580	9.328	8.548
ENSMUSG00000035355	0.048	0.098	0.112	0.089	0.231	0.217	0.253	0.255	0.118	0.045	0.044	0.174	0.051	0.144	0.067	0.228	0.072	0.054	0.145	0.033	0.032	0.048	0.017
ENSMUSG00000035356	12.643	199.406	141.543	127.577	103.124	119.822	145.473	99.098	110.549	25.608	26.526	155.383	146.092	176.673	120.017	100.177	72.666	75.742	67.041	59.177	36.529	68.696	32.529
ENSMUSG00000035357	3.142	15.923	15.393	15.896	13.352	16.504	16.610	15.924	11.790	4.350	2.887	12.372	11.703	11.456	8.773	13.330	14.047	16.706	13.897	1.952	1.771	3.924	3.021
ENSMUSG00000035364	0.298	0	0.229	0.078	1.264	0.149	0.074	0.165	0.081	0.186	0	0.089	0.079	0.177	0.247	0.078	0.089	0.417	0	0.101	0.099	0.492	0.103
ENSMUSG00000035365	0.125	0.210	0.064	0.164	0.270	0.274	0.109	0.243	0.049	0.034	0.100	0.228	0.183	0.233	0.332	0.563	0.378	0.499	0.313	0.124	0.020	0.033	0.136
ENSMUSG00000035367	1.027	4.953	4.564	4.570	3.595	4.976	3.758	4.650	4.929	3.107	1.483	3.282	4.221	4.459	3.821	4.261	4.810	4.105	5.753	2.731	2.253	3.362	2.561
ENSMUSG00000035370	0.638	0.337	0.451	0.545	1.035	0.572	0.599	0.519	0.289	0.272	0.521	0.398	0.620	0.601	0.698	0.414	0.548	0.514	0.416	0.232	0.404	0.226	0.236
ENSMUSG00000035372	5.385	6.436	6.084	6.243	10.051	8.336	7.856	7.615	6.901	3.846	4.267	6.191	5.298	5.334	6.714	6.957	6.696	6.673	6.103	2.225	1.842	3.597	3.163
ENSMUSG00000035373	1.123	146.295	52.641	110.601	49.731	59.258	68.424	30.253	272.473	1.261	1.219	205.112	57.770	59.132	39.375	21.051	16.334	27.846	20.748	1.439	2.239	8.230	1.548
ENSMUSG00000035376	36.713	109.450	105.321	101.203	115.353	139.204	157.080	135.796	89.656	38.325	37.477	89.123	94.695	92.270	77.179	128.391	162.392	162.844	163.557	21.568	19.714	36.045	25.463
ENSMUSG00000035378	1.712	2.092	2.235	2.057	2.155	1.622	2.014	1.243	1.913	1.043	1.653	1.915	1.817	1.931	1.774	1.963	1.842	2.750	1.786	1.342	1.381	1.479	1.557
ENSMUSG00000035382	11.383	7.699	8.135	7.609	9.209	8.204	8.397	8.347	7.264	7.781	10.120	7.159	7.481	7.254	8.769	8.869	10.010	10.069	8.942	9.095	6.237	7.448	7.248
ENSMUSG00000035383	0.045	0	0	0	0	0.031	0	0	0.093	0.138	0	0	0	0	0	0	0.054	0	0	0	0.063	0	0
ENSMUSG00000035385	2.091	177.394	71.073	110.282	70.389	80.004	94.157	45.149	293.137	1.518	2.235	207.099	97.929	104.103	73.267	32.113	28.714	35.468	25.314	1.709	4.047	13.191	2.155
ENSMUSG00000035390	0.303	0.079	0.095	0.093	0.270	0.135	0.171	0.139	0.078	0.078	0.163	0.075	0.200	0.224	0.243	0.263	0.205	0.245	0.290	0.169	0.104	0.189	0.065
ENSMUSG00000035392	11.980	13.180	11.114	12.458	11.723	12.713	11.823	12.836	8.229	10.120	10.287	13.406	15.197	14.128	14.421	15.073	15.144	15.473	13.030	10.784	6.920	10.709	7.051
ENSMUSG00000035394	0	0.055	0	0	0	0.048	0.024	0.088	0.052	0.115	0.097	0.133	0.025	0.085	0.026	0.125	0.085	0.080	0.155	0.344	0.233	0.182	0.303
ENSMUSG00000035397	3.768	2.178	1.926	2.478	6.183	3.235	3.391	2.884	2.666	2.392	3.754	3.413	3.140	3.495	3.498	3.699	4.873	5.448	4.095	2.996	2.593	2.998	2.666
ENSMUSG00000035399	10.177	19.045	15.150	17.572	25.281	22.169	21.616	20.579	18.564	11.150	19.084	27.320	22.028	24.423	23.297	24.555	25.273	27.308	24.578	18.950	10.588	16.122	13.654
ENSMUSG00000035401	1.782	5.270	4.742	5.926	2.677	4.891	3.658	4.845	3.962	4.876	2.384	5.416	5.753	6.480	6.198	6.221	6.333	6.234	7.298	7.879	4.641	7.563	6.006
ENSMUSG00000035403	0.189	0.008	0.041	0	0.037	0.035	0.140	0.091	0	0.136	0.026	0	0.007	0.025	0.016	0.206	0.264	0.173	0.069	0.010	0.019	0.065	0.058
ENSMUSG00000035407	0.604	0.336	0.447	0.416	0.190	0.124	0.093	0.129	0.285	0.257	0.260	1.944	2.627	2.317	3.517	1.875	2.623	2.880	2.031	0.986	0.873	1.151	1.403
ENSMUSG00000035413	6.207	12.766	10.109	12.922	15.669	15.096	17.287	13.895	12.169	3.402	7.543	11.508	10.517	9.777	10.784	13.008	11.020	13.320	12.482	5.388	5.088	4.546	5.277
ENSMUSG00000035431	0.034	0.059	0.026	0.027	0	0	0	0.028	0	0	0	0	0	0.106	0.028	0.054	0.061	0.029	0.056	0.035	0.034	0.034	0.035
ENSMUSG00000035435	0	0	0.008	0.012	0.016	0.006	0.022	0.025	0.020	0	0	0	0.005	0	0.014	0.007	0.006	0.007	0.009	0	0	0	0
ENSMUSG00000035437	5.099	16.416	14.939	18.465	17.044	18.559	18.713	18.688	13.385	9.672	6.766	19.085	17.614	18.440	17.405	23.122	19.659	18.547	25.386	19.953	9.327	17.968	12.697
ENSMUSG00000035439	3.745	1.695	2.455	2.343	3.416	2.063	2.484	2.540	3.274	1.876	3.941	1.834	1.961	3.357	2.099	2.701	2.429	2.375	1.780	2.211	1.670	2.380	2.608
ENSMUSG00000035441	5.702	6.062	4.586	5.361	8.379	9.175	9.476	8.025	4.805	5.013	8.148	8.267	7.271	7.176	8.280	12.527	11.597	12.095	11.971	11.179	7.923	7.107	7.587
ENSMUSG00000035443	8.049	9.332	11.736	10.426	11.574	9.890	12.636	11.359	9.764	9.613	9.316	9.781	10.537	10.271	9.750	11.069	10.979	12.281	11.697	6.989	5.497	8.970	8.183
ENSMUSG00000035448	0	0	0	0.029	0	0.014	0	0	0.045	0	0	0.066	0.015	0.033	0	0.014	0.016	0	0.045	0	0	0.018	0
ENSMUSG00000035451	0	0	0	0	0.015	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035455	0.021	0.056	0.168	0.050	0.252	0.144	0.100	0.198	0.293	0.060	0.019	0.137	0.034	0.169	0.230	0.254	0.197	0.170	0.297	0.108	0.085	0.372	0.110
ENSMUSG00000035456	0.038	0.050	0.015	0.060	0	0	0.043	0.016	0	0	0.017	0.034	0	0	0.032	0.030	0.051	0.029	0	0	0.013	0	0.044
ENSMUSG00000035458	0.100	0	0	0	0	0.082	0.276	0.110	0.108	0.249	0	0.143	0	0.630	0.292	0.052	0.118	0	0.161	0.404	0.467	0.240	0.241
ENSMUSG00000035459	0	0.059	0.017	0.060	0.471	0.224	0.406	0.206	0.109	0.016	0.015	0.276	0.206	0.019	0.069	0.081	0.255	0.119	0.251	0	0.017	0.017	0
ENSMUSG00000035469	3.605	6.700	7.335	7.220	5.585	6.835	7.025	7.611	5.654	5.829	4.144	6.976	5.792	7.283	7.821	8.704	7.768	7.441	8.321	7.611	6.219	9.220	6.846
ENSMUSG00000035472	0.107	0.126	0.105	0.072	0.018	0	0.034	0.096	0.266	0	0	0.175	0.037	0.122	0.063	0.091	0	0.110	0.019	0	0	0	0.024
ENSMUSG00000035473	33.653	29.478	30.187	28.712	34.718	30.759	37.255	34.303	27.599	27.966	30.417	26.119	28.267	26.242	27.762	28.300	26.232	29.426	32.065	15.396	14.779	23.097	19.666
ENSMUSG00000035476	0.528	6.779	4.263	4.888	4.561	6.191	5.917	5.008	4.345	2.416	1.057	5.909	5.280	6.854	4.618	8.445	6.235	7.281	7.572	3.380	2.395	4.472	3.374
ENSMUSG00000035478	85.938	45.742	50.615	53.449	77.652	62.817	68.984	64.210	58.042	42.991	62.343	48.123	51.854	50.070	60.524	58.015	61.307	61.531	56.796	35.366	32.615	39.708	44.212
ENSMUSG00000035486	0	0	0.022	0.067	0	0	0	0	0	0.027	0	0	0.023	0	0.124	0.074	0	0.024	0.023	0.058	0	0.113	0
ENSMUSG00000035491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	0	0	0	0.072	0	0.074
ENSMUSG00000035493	4.255	4.426	3.331	5.967	6.050	7.163	6.238	6.002	10.921	2.871	3.465	6.756	3.367	2.652	2.582	3.869	4.108	4.258	4.654	1.020	1.741	1.952	1.134
ENSMUSG00000035495	6.216	9.245	8.884	8.548	8.324	8.842	7.771	11.083	7.868	6.609	6.631	8.154	9.261	8.097	7.239	9.417	10.050	8.950	9.824	6.334	4.585	6.373	7.263
ENSMUSG00000035498	0	0	0	0	0	0.008	0.033	0	0	0	0	0	0.018	0.039	0	0.034	0.117	0.047	0.037	0	0.044	0.043	0
ENSMUSG00000035504	19.855	11.381	13.668	12.139	58.778	40.025	40.908	46.217	10.813	10.747	14.272	15.731	15.468	14.278	17.190	37.082	38.649	41.209	36.833	9.752	6.958	11.242	9.603
ENSMUSG00000035505	14.682	9.341	8.673	7.894	8.989	8.306	7.795	7.341	10.855	11.941	13.450	12.543	16.504	14.808	13.498	11.377	14.789	16.304	13.089	9.821	8.320	15.278	12.359
ENSMUSG00000035506	0.261	0.050	0.112	0	0.023	0.087	0.113	0.117	0.065	0.054	0.296	0.225	0.186	0.129	0.192	0.091	0.305	0.305	0.070	0.280	0.146	0.200	0.120
ENSMUSG00000035509	0.446	0.492	0.462	0.472	0.688	0.425	0.884	0.388	0.711	0.461	0.332	0.577	0.434	0.255	0.364	0.457	0.576	0.675	0.350	0.278	0.274	1.045	1.091
ENSMUSG00000035513	4.396	3.561	3.972	4.474	9.206	7.201	6.780	7.194	3.843	2.645	3.704	5.278	5.453	5.628	6.318	9.179	8.777	7.129	7.755	6.476	4.669	6.700	6.940
ENSMUSG00000035517	12.574	24.658	23.870	25.822	30.554	34.625	30.984	34.510	21.155	15.064	18.083	27.552	31.790	25.219	24.192	35.532	37.230	35.723	38.774	24.458	19.111	22.020	20.519
ENSMUSG00000035521	21.376	17.223	15.489	15.495	15.544	13.109	16.945	13.957	14.799	13.233	17.755	16.315	16.585	14.453	15.326	14.275	16.487	15.429	15.176	10.776	8.186	11.268	10.702
ENSMUSG00000035528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0
ENSMUSG00000035529	4.195	6.238	5.576	6.095	6.593	7.049	5.907	5.462	6.744	4.255	4.641	10.445	7.064	7.621	6.960	7.611	7.566	8.208	7.749	6.832	4.502	6.110	4.543
ENSMUSG00000035530	527.635	426.957	384.678	439.161	610.417	442.943	480.288	429.358	554.836	435.890	615.985	551.405	478.467	465.689	510.407	499.718	537.690	557.127	490.361	455.006	300.142	467.503	345.787
ENSMUSG00000035539	0	0	0	0	0	0	0	0	0	0.013	0.012	0.024	0	0	0.011	0	0	0	0.047	0	0	0.053	0
ENSMUSG00000035540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088	0.083	0.144	0	0	0	0
ENSMUSG00000035545	16.076	16.920	15.328	16.898	11.536	16.806	14.285	12.376	11.564	17.903	14.095	17.521	12.961	16.513	13.933	16.820	20.192	16.233	14.779	10.874	7.747	17.488	10.542
ENSMUSG00000035547	0.691	0.878	0.967	1.335	2.217	1.455	1.441	1.294	0.662	0.300	0.567	1.340	0.912	1.134	1.533	1.380	1.460	1.564	1.489	0.391	0.359	0.634	0.636
ENSMUSG00000035551	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0.015	0.015	0.017	0	0.030	0	0.014	0	0
ENSMUSG00000035557	0	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035559	51.307	30.485	30.671	30.561	50.144	35.481	39.523	38.453	31.443	25.501	37.727	21.533	22.579	20.073	22.191	25.054	25.331	24.355	24.158	12.708	10.953	16.106	18.308
ENSMUSG00000035560	0.181	0.138	0.151	0.066	0.072	0.084	0.071	0.153	0.083	0.083	0.144	0.111	0.161	0.179	0.135	0.079	0.209	0.116	0.158	0.101	0.075	0.086	0.072
ENSMUSG00000035561	0.052	0.127	0.219	0	0.187	0.127	0.039	0.065	0.042	0.137	0.071	0.273	0.107	0.046	0.043	0.102	0	0.109	0.138	0.026	0.052	0.026	0
ENSMUSG00000035566	0.643	0.487	0.435	0.895	0.932	0.971	0.470	0.994	1.017	1.186	1.101	3.196	2.142	2.662	2.977	3.106	4.111	3.809	3.804	4.416	2.583	3.641	2.732
ENSMUSG00000035572	5.671	7.160	8.635	8.701	7.441	9.059	8.333	9.872	6.480	7.805	6.660	8.075	8.180	9.059	8.332	10.293	10.040	11.007	10.254	7.065	4.799	8.120	6.168
ENSMUSG00000035575	5.528	20.809	21.874	20.055	20.765	19.602	19.143	26.555	20.663	14.476	5.483	17.158	22.878	21.071	17.469	19.936	24.698	21.111	23.388	11.346	11.374	17.123	12.517
ENSMUSG00000035576	0	0	0	0	0	0.066	0	0	0	0	0	0	0.077	0.028	0.013	0	0	0	0	0	0.022	0	0
ENSMUSG00000035578	0	0.759	0.633	0.311	0.221	0.484	0.780	0.314	0.322	0.095	0.020	0.171	0.236	0.358	0.926	0.807	0.336	0.564	0.415	0.284	0.164	0.608	0.090
ENSMUSG00000035580	0.015	0.038	0	0.035	0	0	0	0	0.012	0.014	0.013	0.066	0.012	0.013	0.012	0.012	0.013	0.012	0	0	0.029	0	0.015
ENSMUSG00000035582	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000035585	24.833	20.866	20.842	19.976	43.477	24.660	29.982	27.640	21.011	14.014	21.090	18.388	21.250	18.402	19.994	24.500	22.959	26.633	20.026	10.879	7.267	13.200	12.249
ENSMUSG00000035594	0.044	0.494	0.386	0.395	0.035	0.016	0.049	0.073	0.339	0	0.040	0	0	0.020	0.018	0.017	0	0.018	0.018	0	0	0	0
ENSMUSG00000035595	7.696	6.748	7.325	6.447	12.510	7.470	8.565	7.412	6.481	3.311	4.962	5.306	5.629	4.883	5.650	5.141	4.647	5.112	5.046	1.522	2.204	2.891	3.109
ENSMUSG00000035596	32.987	20.764	19.519	18.206	17.546	16.777	16.557	16.065	17.141	16.411	22.923	16.602	17.102	19.230	17.841	15.085	18.016	20.997	17.203	11.316	10.979	18.663	16.561
ENSMUSG00000035597	1.770	7.418	6.673	7.766	3.083	7.137	3.496	4.890	6.767	7.757	3.994	9.099	8.381	10.001	8.386	10.216	9.232	8.571	10.656	12.175	8.262	11.119	9.662
ENSMUSG00000035601	3.995	5.750	6.143	4.710	5.387	6.377	7.698	7.487	5.906	5.884	4.855	7.093	6.038	6.404	8.383	6.384	7.857	7.120	8.470	6.342	4.249	6.670	5.263
ENSMUSG00000035606	0	0.010	0.008	0.009	0	0	0	0.009	0	0	0	0	0	0	0	0.017	0.010	0.028	0.027	0.033	0.033	0.011	0.011
ENSMUSG00000035614	0.867	4.428	3.974	4.456	3.229	5.016	3.110	4.022	3.923	3.480	1.670	6.384	5.479	5.395	5.977	6.881	7.188	6.410	7.020	6.300	4.450	5.917	4.866
ENSMUSG00000035615	0.150	0.084	0.029	0.026	0.050	0.149	0.102	0.083	0.030	0.177	0.101	0.082	0	0.083	0	0.117	0.033	0.084	0	0.098	0	0.025	0.026
ENSMUSG00000035620	7.152	15.293	16.757	15.218	13.523	12.524	10.262	12.280	14.992	15.459	10.317	13.130	18.674	18.925	17.633	13.479	16.758	16.394	17.139	13.687	11.798	19.981	15.967
ENSMUSG00000035621	28.754	19.754	13.711	21.564	27.233	25.981	19.714	15.931	25.686	19.925	32.297	43.537	28.238	32.589	34.951	29.393	30.590	34.449	23.398	32.278	19.141	38.590	24.759
ENSMUSG00000035623	1.341	7.384	7.247	8.996	4.683	7.027	4.261	6.732	7.056	4.597	2.569	7.847	8.745	8.402	9.488	10.837	8.709	10.447	10.746	10.653	5.441	8.912	8.126
ENSMUSG00000035629	10.748	6.140	5.416	6.015	6.139	5.511	5.459	4.925	5.206	7.292	9.465	6.390	7.475	7.867	7.777	8.391	9.118	7.922	8.585	8.196	6.973	8.656	7.346
ENSMUSG00000035632	13.660	9.929	10.011	10.374	10.823	10.692	10.007	10.652	8.339	9.889	11.830	9.264	9.870	9.334	10.623	10.568	12.588	12.905	11.732	10.963	7.552	9.752	9.362
ENSMUSG00000035637	61.897	47.164	48.838	50.178	72.397	51.110	62.627	54.712	51.087	37.160	47.587	34.983	32.430	37.980	36.700	46.244	36.191	41.671	36.252	15.045	12.540	21.960	19.471
ENSMUSG00000035640	1.044	2.181	0.761	0.815	2.099	1.592	1.618	1.289	0.896	0.764	1.004	1.415	1.894	1.238	1.130	2.149	2.750	2.151	2.400	0.318	0.758	0.989	0.658
ENSMUSG00000035642	82.580	54.909	58.671	55.812	77.784	55.681	63.916	65.687	60.314	60.617	72.035	56.162	69.475	65.667	69.076	50.212	53.626	52.400	48.595	41.280	42.879	57.218	53.400
ENSMUSG00000035649	2.685	16.285	16.706	14.640	6.970	13.494	9.386	13.797	12.029	10.260	5.427	14.393	13.382	16.658	17.175	16.527	15.410	16.986	18.292	14.890	11.343	17.508	13.446
ENSMUSG00000035666	2.718	3.281	4.143	3.304	3.443	3.565	3.420	3.964	2.842	3.578	3.260	3.427	3.768	4.093	3.777	4.228	4.816	5.202	4.787	3.261	2.550	3.735	3.322
ENSMUSG00000035671	3.614	1.566	1.407	1.719	2.290	1.990	2.301	1.751	2.470	2.181	2.546	4.137	2.370	2.997	2.780	2.589	2.481	2.634	2.102	1.870	1.622	2.800	2.139
ENSMUSG00000035673	21.140	70.192	34.136	46.842	32.544	46.295	37.736	17.446	61.774	13.966	18.408	89.727	40.245	56.987	37.907	22.240	22.134	27.073	17.484	16.208	9.658	25.725	13.010
ENSMUSG00000035674	862.917	179.092	175.534	206.744	228.746	157.952	200.340	171.191	231.947	448.362	659.779	164.363	173.377	180.951	175.859	131.488	152.339	158.384	157.018	178.717	153.000	245.194	233.753
ENSMUSG00000035678	3.364	1.606	1.346	2.675	5.811	3.280	2.869	1.982	4.367	1.506	4.764	5.195	4.150	2.258	2.508	5.782	7.077	5.555	5.961	1.184	1.118	1.642	1.462
ENSMUSG00000035681	0.300	0.302	0.230	0.508	0.492	0.564	0.324	0.369	0.496	0.435	0.499	0.927	0.924	1.112	1.582	1.475	1.543	1.622	1.586	2.184	1.534	1.955	1.741
ENSMUSG00000035683	0.020	0.091	0.147	0	0.064	0.237	0.154	0.101	0.066	0.136	0.167	0.146	0.150	0.108	0.173	0.243	0.145	0.136	0.358	0.156	0.092	0.040	0.042
ENSMUSG00000035686	3416.110	1467.900	2630.030	2242.950	2653.600	2018.670	1437.200	2595.530	2725.750	2606.970	2765.610	1364.940	1994.010	1758.280	2174.580	1266.890	1589.070	1349.990	1204.130	1209.660	1062.230	1609.660	1657.910
ENSMUSG00000035692	13.327	20.649	14.597	24.563	18.924	10.453	10.453	6.970	32.628	13.880	34.020	44.805	16.808	27.757	27.703	17.930	14.856	14.864	12.582	21.110	13.994	20.189	12.876
ENSMUSG00000035694	0	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0
